text	label
그래 잘한다 계속 칭찬해줘 잘하고있어	0
돈 안갔다 주니 여자가 떠나네	0
시발 말론브란도래 ㅋㅋㅋㅋ	1
연습을 안했는데 왜 억까임 ㅋㅋ	0
아 정말 tv 이쁘고 귀여운애들만 나왔으면 좋겠다 쉰것들 쫌!!!	0
좀이뻐진거같은데	0
띡 !	0
메이웨더는 순 깜둥이인데 잘생긴편이고목소리도 ㅈㄴ 멋짐자기 직업,벌이에 프라이드도 높은편이고무엇보다 엄청 노력하는 편이지그래서 멋있음	1
돈이 안남노	0
검사 판사들이 쓰레기들인지라	1
이종석 너무. 완벽하다디테일 연기 대박	0
닭끄네 최초로 탄핵당한 멍청하고 병신같은 개보지^^	1
레고로 만든것처럼 생겼노	0
얘도 참 끊임없이 비호감	0
옆방 오열 ㄷㄷ	0
나좀 가르쳐줘요 골프	0
난 효과있는데	0
좌파는 그냥 북한 보내서 김정은 충성하며 '인민'으로 사는게 딱 맞는 수준이다	1
몰아서보는게 좋아여 형	0
암튼 짜게먹으면 몸망치는 지름길임 담배보다 더 안좋다고봄	0
꽃보다 누나때보다 훨씬 편안한 케미야	0
"저 정도 위치 되는 사람이 그랬으면 발광할걸?특히 교육관련자가 저런 말 하면 걔들도 발광할 것 같음유명 강가 ""에이 한의학과 갈 바에 일 년 재수해서 의대가세요"" 하면 ㄹㅇ"	1
와 꼴린다 ㅅㅂ 기사보고 딸쳐야겠노	1
돈 많이 들어가는 병 나면 큰 의료비가 나가지	0
2라운드 전부 연패가 정석이긴해요	0
갈수록 빻아짐	1
ㄸㄷㄸㄷ	0
캬 근본	0
최고다 진짜	0
문과에서 허가 안해주면 못만들어~ 이과는 문과 아래야 알겠어?? 왜 문과 욕해??	1
카라반양반 참 생각이 있으면 후미진데로 옮겨야지 참답답하네 차가 3대인가본데 1대 월주차 돈 내는지 확인하세요~!	0
형 쎄긴 쎄자너..	0
세르지 아센시오 배당률 엘클ㄷㄷ	0
창의력 대장이노	0
근성 ㅋㅋㅋ	0
아 안우는데는 좀 슬프네 ㅠㅠ	0
존나 무명년이 ㅡㅡ	1
블루치즈냄새 구림ㅠ	0
그냥사는거야~~하루하루 느끼면서 별탈없이	0
오센 yg존나 빠네 한두번도 아니고..	1
안재현편드는 여자들은 머리에 뭐가들었을까	0
사살여부가 중요한게 아님	0
안써봐서 모름 ㅁㅈㅎ	0
100경규 빵 완벽한 패배	0
이미 기운 게임을 멀티먹으면서 쪼이니까 후반가면 스무스하게 밀리는거	0
캠리하브도200할인있다이기야 음 연비야 차크기가있으니 캠리가좋다쳐도 그랜저 159마력이노 소나타도 160마력대로 힘딸린다는데 그랜저는 159마력이노 캠리는178마력이고, 흠, 글쎄	0
JUY-119	0
일주일을 어뜩게 기다려요	0
댄스 브레이크 ㅋㅋㅋ	0
시시각각 브리핑하며 투명하게 진행시켜야 함	0
응근이는 왜 3초컷이야	0
비연예인은 어디서 만났을까?	0
이 나라는 사농공상 인식 철폐부터 해야한다 일본 정부는 옛날부터 사농공상 인식 철폐를 위해 많은 노력을 했다 휴	0
좌빨새끼들은 내로남불 우기는게 답인줄 아니까 인간 이하새끼들	1
무알콜이라 안취하는게 아닐까요	0
선물을 좀 줬는데 5억 ㅋㅋㅋ	0
4억ㅋㅋㅋ	0
차돌 시강봐	0
내가 도요다 RAV4, 혼다 파일럿 키아 텔류 현대 저거 이렇게 시승해봤는데펠리가 잴 딸림	0
ㅇ0펙도 무적 없다	0
문재앙없는 세상에서 행복하세요	1
불쌍하다ㅈ마녀사냥	1
상식적으로 유튜브 가지고있고 구글맵스며 뭐며 정보화시대에서 유리한 고지는 다 가진 구글이 망할 일은 없지않냐? 해킹당해서 개인정보유출 이런거되지않는이상	0
오 미키 너와나의 미키 헼 헼 오 미킼!	0
이새끼 오늘 철수 이기고 개같이부활 가능?	1
5꽉가자 ㅋㅋ	0
오늘 새벽에 보심ㅋㅋ	0
백인찐따라 그런게 아닐까?	1
잼 있으면 계속보세요 ㅋㅋ	0
시채가 어캐 숨쉼 ㅋㅋㅋㅋ	0
ㅇㅇ 와우보다 높음	0
안아픈가	0
불법놈이랑 박았어야지	0
프리시즌이랑 시즌초반때는 폼이 안좋이서 재계약도 힘들지않을까했는데 중반부터 다시 살아남ㅋㅋ클래스가 있긴있는듯	0
아직은 실사	0
화성은 사람이 살 만한 동네가 아니다무적권 걸러라	0
요즘 답보 상태라 치트키 썼네ㅋㅋㅋ	0
그래그래 고생했네	0
부모가 깡마른편인데 딸의 몸매가 진짜?가짜?	0
드뎌왔다 ㅋㅋㅋ	0
초면에 보면 진심으로 베푸는 것 처럼 보임	0
병신아 저거 유튜브로 재전송하면서 덧씌운 자막이잖아 자막 뒤에 방송사 워터마크 안보임?	1
저러다 뒤지면 후방주시 태만으로 버스기사한테 책임 묻겠지	0
뭔가 킹받네	0
ㅄ 누가 고백을 카톡으로 하냐	1
삼한제일검	0
여자 진짜 이쁘다.	0
쓰레기는 쓰레기통으로! 고생많으십니다!	0
한남들은 하루라도 조용한날이 없냐	1
쑤레기들	1
머리진짜 ㅋㅋㅋ	0
역시나 여기자네.. 그 성별..	1
설현보다보려니 못보겠음	0
절대못깨 ㅋㅋㅋ	0
팩틍ㅂ	0
살이 좀 쪘나보네 그래도 잘나긴했다 ㅎㅎ	0
현아는 하고 싶은거 다 해도 됨ㅋㅋ	0
전라도 홍어 씹새끼들이 쪽바리 경찰들과 결탁하여 31운동 방해하기 위해 만들었던 단체	1
귀신같이 내뺏네 ㅋㅋ	0
물쥐야 힘내 상대는 T1이잖아 ㅎㅎ...	0
속마음 = 연애하기바빠서 작품출연안한다	0
펭수가머가귀엽노?? 얼굴이노무하얗고 눈은무섭고 입도이상한데	1
성형안했으면 진짜 ㅋㅋ	0
결국 군대ㅋㅋ 20개월이면 잠잠해지겠지ㅋㅋ	0
달렉 ㅋㅋㅋ	0
탱크 존야임	0
철수형님 화면 안키고 겜중ㅋㅋㅋ	0
재밌다 베플 바꿔라	0
야래야래도대체 이놈의 인기는 언제 시드나나갈 때마다 피곤하다	0
정봉주 같은애가 국회의원을 했다는것만으로조선인 수준이 적나라하게 드러난거지	1
비행기에서 어떻게해야 다정해보이나?	0
진짜 이동욱이 비주얼 압승임..	0
이야 흥보 잘한다	0
ㄹㅇ 트수들 대단해 ~	0
뭐람자들 끼리 이정도 떠들수있지. ㅋ	0
안계심ㅋㅋㅋ	0
나의 전도가 한명의 남자라도 구하기를	0
북미쪽은 이런거 좋아하지	0
역시 지배우	0
아들셋 엄마들한테 욕들어먹을 발언했구만	0
탈순이 누님께 이기사를 추천합니다 ㅋㅋㅋ	0
인생좆망테크 탓네 어휴	1
진짜 라인업 미쳤네	0
이거 지금 보는중요 하 ㅜ	0
바로옆에 장실이노 ㅋㅋ	0
방탄소년단지민 지민이도 원탑 팬들도 윈탑	0
ㅋㅋㅋ이렇게못하는데 왜 암살자하는거지 ㅋㅋㅋㅋ	0
황교익 승 개돼지들 하여튼 ㅋㅋㅋㅋ	0
보지선생이었으면 ㅂㄷ거리면서불러서 좆나 팻을듯	1
왜 또 욕을하냐	0
아나운서 이쁘다	0
너무 이쁜 가족 ^^	0
이글아이가 어쩌다....저리 됐나	0
낚시 오지고 지리네	0
저거 에비없다고 국장되는거 아님어느정도 성적도 맞춰야한다대가리딸리는 일게이들은 어차피 못받으니부러워할 것 없음	1
좋은 프로그램이니까 무급으로 일해라 ㅉㅉ	0
돌아이 같은 뇬	1
아이유는 내 마나님이 될거다ㅋㅋ	0
코로나 사망과 해당 사진은 관련이 없다고 해도 저렇게 해서 나오면 솔직히 노린 거라고밖에 안 보이네요 ㄷㄷ	0
그러게 나처럼 우측에서 좌측으로 전향하면	0
저정도면 찍으면 넘어온다 내말 믿어라철벽치는 김치같았으면 저렇게 답장안온다용기가지고 밀어부쳐라!!단 밀어부치다가 철벽으로나오면 미련없이바로 접어라그게 너에게도 좋고 김치들은오히려 그런모습에 다시 올수도있다	1
진짜 악플다는 시키들 니네들은 살인마야	1
덜빠른무한	0
나라 크기 부심 ㅋㅋㅋ	0
방탄소년단 박지민 햇살보다 더 눈부신 지민이	0
그전엔 술먹고 할뻔했던적이나 섹스까진 못가거나 한적있긴한데	1
고금석,김동술은 사형 집행함	0
여성 우위고 뭐고 결혼 자체를 안함	0
배그 아직도 사람 있음?	0
전과자나도싫다!개 비겁	0
야동 단골 소재	0
박성광은 박지선이랑..귀요미커플로	0
해골 뭐야 ㅋㅋㅋ	0
바디는 노예계약 당함? 주급이 왜 그렇게나 짜? ㄷㄷ	0
사운드 오브 뮤직은 열번 넘게 봤네요	0
ㄴㄴ 안정권이가 제대로 본게	0
김영희가 젤 재미있는데 빠지면 어쩌나~~~	0
42다ㅋㅋㅋㅋ 우연치곤 넘 젖절한데요ㅋㅋㅋㅋ	1
근데 이 라인업으로 지는것도 ㄷㄷ..	0
좆같이생긴새끼가 화나서 이지랄하면 현실에서 진짜존나처맞지ㅋㅋ	1
부모가 아니고 웬수네	0
경비수료증 있는사람ㅁ2 ㄴ됨ㅅㄱ	0
어디로보나 존윅같음ㅋㅋㅋ	0
이와중에 존잘들....넷다 인물이 아깝다	1
대박 문근영이 나왔네	0
아줌마 뽀글파마 뭐야 ~!ㅋㅋㅋ	0
삼성같은데 존버하고 버티면 이기는거 아닌가?? 개잡주라 저케된건가	1
어릴때 호빗이였어 ㅋㅋ;	0
컨 수듄 ㅋㅋㅋ	0
마약인줄모르고 먹었다고는 안하겠지	0
이윤석은 동양의 키아누리브스	0
제일 밑판을 넓게 설치하고 지금처럼 위에 올라가며 했으면 좋지 않았을까	0
키드밀리 멈춰있어어~할때 졸귀였다ㅜㅜ	0
대통령이 이상하니 사회가 이상해	0
무식하면 용감하다는 말을 몸소 실천해주는 섬숭이들ㅋㅋ	1
결승 개노잼 프프전 예상	0
여자가 고추만지고 튄다레드라이트	1
볼때마다 남자같은건 기분탓이겠죠? ㅠ	0
나도 caltech에서 PhD 수료하고 거제 조선소에서 잠수용접 하는대	0
장성규보면 인스타만 생각난다 ㅉㅉ	0
키아나가 탈론보다 쉽긴한데	0
범죄자 스웩 오지네 ㅋㅋ	0
이겼지 ㅋㅋㅋ	0
무슨 4차원 포털 열고 따로 들어가야 하는 동네도 아니고	0
어머 이 언니 봐라	0
건담이요	0
장훈이형은 닮긴 했지 ㅋㅋㅋㅋ	0
들어봤는데 납득당했다	0
거지양아치dna 어디가겠냐	1
어찌보면 반달이 젤 애매하고 경우따라 더 조심해야될 부류일지도	0
부러우니까	0
진쟈 정신이상자들도 돌아다니는거 보면 어이없음 ~ 일상적인 대화가 욕뿐이 없고 ~	1
용접은 ㅎㅌㅊ 직업7등급은 ㅆㅎㅌㅊ 빡대가리임ㅎㅌㅊ들과 ㅆㅎㅌㅊ들끼리 싸움을 붙인 셈이니 그 강사가 잘못했다고 본다이기야	1
주로 은행쪽 전문인데 은행이 줄어들고 있어서 일감 많이 떨어짐	0
여자나 먹으러 다니고	1
일베좌파임	0
결혼하면 반찬 걱정은 없겠네요	0
통진당 종북으로 몰아서 죽인건 박근혜와 새누리당이고	0
축하 근데 못생긴건인정	0
짤품번 DDH-971	0
핑클짱 콘서트 가즈아 ㅅㅅㅅㅅ	0
사심참고	0
그 클럽도 보니깐 축구농구같은 인기스포츠가 아니라 육상 복싱 가라데 등등 다양하게 하더라	0
그러다 또 튕깁니다	0
중일에 언론이 있어???ㅋㅋㅋㅋ	0
구혜선 좀 그만하자 이젠 좀 질린다ㅠ.ㅠ	0
화공가실거면 뒤집개로 화공 시너지도 낫배드 하죠	0
김종민=고문관	0
게스트하우스인가	0
다시 왔다	0
미개한 문화	1
닥쳐!! ㄴㄷㅎ~	1
정신 차려어어	0
늙었군 ㅋㅋㅋㅋ 안팔리긴 하겠군	0
유진얼굴진짜예쁨	0
어릴때 슈퍼맨 여친인줄 알았음	0
버릴게 없다..힝.ㅜ	0
이런상황 숟가락이라면 즐겨야지	0
영웅이 되는 것은 한끝차이구나 ㅠ	0
멤버십은 뭐하는거?	0
부럽다 새꺄	1
기생충들	0
woohanTs woohanLol	0
그렇게 작은 병 큰 병 운운하면서 마치 무슨 중증외상이 열악한건 순리이니 따라야한다는 식으로 바람잡지마 돌팔이 새끼야	1
세상이 참 말세다	0
저게죽네 스레기게임ㅋㅋㅋ	1
사장님 여기 월급루팡이있어요	0
샷건소리 들린다 ㅋㅋ	0
https://youtube/Y8TbkR7qJt0	0
존경 스롭넹 와우!!!!	0
요즘 고진 필승카드야	0
빅맨 진짜 역대급이다	0
근데 밈이 먼뜻임	0
남자는 여자를 잘 만나야된다.	0
기술직 천시가 조선을 패망으로 이끌었는데 그놈의 또라이같은 사상이 아직도 남았어 시발이 조선이란 나라는 DNA 레벨에서 영원히 안될거다	1
남정네들이 다 까고다니네 ㅋ	1
고수달은 웃고 있다	0
그럼 전기 발전할땐 이산화탄소 안나오냐?연구마다 다르기는 하지만, 비슷하거나 화력발전이 좀 더 적게 나오긴 한다던데결국 원자력으로 가야 큰 차이 남	0
슬라임뇌 ㅋㅋㅋ	0
매너제로 어케 알았지? 당신은 천재?	0
동물적직감이란게 있는거 같음	0
왜 볼까 이걸	0
존나 웃기네 이거ㅋㅋㅋㅋ	1
뭐하러 늘림 내가 꿀부대 나온것도아님 훈련 존나하는 철원 부대인데	1
엄라군 ㅋㅋㅋㅋ	0
이겨내지 못한 죄	0
쥐바	0
작가 연애집착증 환자	0
일본은 금융으로 돈 버는 나라다	0
이제 유재석 집 못사겠네 저러면	0
잦도 1도 읍쥬~	1
워해머 40k쪽이 제일 기대한데 ㅜ	0
연기 쥑이네	0
유명한 곱창집 알바해봤는데 진짜 손질 존나 힘들다 곱창은 인건비가 70%라 생각하면됨 제대로 하는 집은 손질이랑 숙성만 이삼일 걸린다 보면됨	1
그만나와라미투10년전엔가만있고왜또	0
찐따는 ㅇㅂ	1
위에 ㅋㅋ	0
와 두 분 비주얼 압도적이신데....	0
응원합니다.셋째 홧팅!	0
일본이 모든 음식의 기원한 곳이라고 한거 너잔아 씨발년아'	1
빠따로 전신마사지해주는데 모든사람들이 너무 기분좋았는지 엎드려서 잠만자더라	0
와 얼굴보니ㅃ까 정이 뚝	0
빈지노 좋겠다	0
잘생겼으니깐 데뷔못해도 인방하면 대성할듯	0
인구수 42 ㅋㅋㅋㅋ	0
니 와이프가 42살에 애낳았다고?	0
마술사가 있네	0
이건 김성령이지	0
손 진짜 예쁘다..	0
진짜 드라마 개엿같네	1
하여간 존나 개병신같은 한녀네 ㅋㅋㅋㅋ 손봐라 씨발 ㅋㅋㅋㅋ	1
이미 탈락했을 사람이 인맥빨로 우승까지하네	0
cuenta boosteada es dopa	0
카엔 주인공보다 더 꼴림	0
딸이 아빠를 닮은듯 엄마미모에 못따라가네 ㅋ	0
정형돈 아직도 방송 나오거있었엉?	0
근데 일은 존나게 할꺼다	1
이게 모든 인간들이 같ㄱㄴ한데	0
팔에 문신하는 여자는담배는 거의 다 피던데	0
한국에서 땅값이 가장 비쌀 껄?	0
ㅋㅋㅋ 왜저래 ㅋㅋㅋ	0
좀비들이 머리를 쓰네	0
진짜 개나소나 다나오네	0
저 년만 그런게 아니라, 일게이들도 평상시엔 저럼요	1
역시 이상형이랑은 이루어지지 않는듯ㅋ	0
내자식보다 시구가중요한아빠 노답이네	0
청소기 시발 극혐이네 다이슨 미만 전부 짭	1
남친새끼가 보살이노 ㅋㅋㅋㅋ	1
서연미 아나운서 짱~~~	0
연소큭 가지고지랄들하네~	1
ㅋㅋㅋㅋ 돈갚아야지 이게뭐라고 실검에뜨냐	0
김선우기자님 진짜 반성하세요	0
대군 잘봤어용 ^^	0
잘 어울려ㅠㅠ	0
트리플 먹고 12시 봐라	0
댓글 알바 많이 깔았네. ㅋㅋ	0
둘다 왜케 하얘 백색증인가	0
이야 현명하네 받을수 있는거 받아야지 씨발	1
ㄱㄴ	0
이집은 별로 축하해주고 싶지가 않타	0
모하쉔 없네 그러네 ㅋㅋㅋ	0
기안 이말년 꿀잼ㅋㅋ	0
그건 면상이 빻앗다는거지	1
서울에서 접근성 ㅅㅌㅊ  서울랜드 사람 많을 때는 바로 옆 복돌이 랜드로—	0
연기는 개나소나 하는게 아닐텐데..ㅉㅉ	0
수영할때 음파음파	0
지금이라도 어서 가	0
비에이치 싫지만 연기로는 깔수가 없네..	0
걱정마라 내 고추 튼튼해	1
니들 때문에 나라 작살난거 안보이냐?	0
첫번째 사진 송중기 가슴 왜이리크냐	1
어디서 못된것만 쳐 배워갖고..	0
전 드한 개새끼	1
와 근데 여자 개예쁘다진짜	0
물론 내가 하는 말이 단순 핑계라고 보일 수가 있어	0
햐~~~ 시발 욕나오네	1
응 안사	0
그라체 정치는 서울대 옥스포드 정치학과 나오신 손학규 슨상님 정도는 하셔야	0
자느데 꺠우네	0
하지만 그것이 닝겐이 말하는 신일지는 확신할 수 없어	0
연예인 은퇴가 진짜 은퇴임?복귀 곰방 하더만	0
려욱이가 부른 블랙수트 듣고싶다.	0
대마걸려서 군생활 개풀린케이스ㅋㅋ	0
그래픽 이정도로 나올라나	0
부산 남자	0
네다음용접충	1
변기유천 여친?얘도 정상은 이니지...쯔쯔	1
조정석이 아깝다...왜 상폐랑...ㅠㅠㅠ	0
꽃뱀 조심 하세요~	0
병신 홍어새끼야 일베는 박정희 가카같은 똑똑한 독재를 지향하지 씨발 지 꼴리는데로 북한 중국 독재 ㅇㅈㄹ 하고 있네 븅신 ㅋㅋㅋㅋ	1
심해공포증은없는데 우주공포증있음	0
이럴땐 사이다 럼프형	0
내가 이러려고 국회의원이 됐나	0
초인들임 ㅋㅋㅋㅋ	0
나 일베 한번눌렀는데 왜 2베뜸?	0
미아 멜라노 몸매 미쳤네 ㄷㄷ	0
똥구멍까지 털린 사람과 살수있나	0
그런짓 않함	0
나같음 제목 바꾼다	0
One of above all	0
wlsWKrhffna	0
양준일은 나이도 차고 경력도 없으니 그럴만 하지	0
이주승 너모좋ㅎ ㅏㅠㅠㅠ	0
환율시세로살거면 은행가서사지 왜씨발중고나라에서 돈을사고자빠짐?	1
응 씹퇴물	1
뭐야 이 사람들은 왜 쉴드?ㅋㅋㅋ	0
뚱녀는 좆을 진짜 닭다리 빨아먹듯이 빨음 정액도 잘먹음 그외엔 무쓸모	1
기자가 못했음	0
은신 웃음벨이네 ㅋㅋㅋ	0
성격이 뭔가 이상함...갑자기 잠수탈거 ㄲ	0
기능성 뽕 넣었나보다ㅋㅋㅋ	1
빈소는 가서 조문이라도 했냐? ㅉㅉ	1
필리피노 ㅇㅂ	0
머리가 딱딱하네 ㅋㅋㅋ	0
자기가 쓴 소설이랑 싸움	0
김종대디 한건했네	0
흑마법사같은데 ㅋㅋ	0
스토리 전작들 싹다 해야됨	0
쟨 진짜 좀 이상함이상해서 더 무서움김대중 노무현은 간첩질하는 와중에도눈치보면서 국익에 도움 되는 일 한두개는 했는데	0
아 저 가야되요?ㅋㅋㅋ	0
지디 보고싶다 방송에서 ㅇㅇ	0
너의 몸몸몸매 몸몸몸매	0
와 이젠 일베할떄 위도 살펴봐야겟네 ㅋㅋㅋㅋ경찰이 수습한다고 폰 주웟는데 일베틀어져있으면 ㅈ되겟다	1
존나 징징대서 싫음	1
https://instagramcom/dubnitskiy david?igshid=1sb3hwmn0vox2	0
그래 현실적으로 이게 맞지	0
인게임 보여줭	0
차 팔아야됨	0
근데 7등급이면 용접도 못배움	0
ㅅㅅ 잘한다고 했다며ㅋㅋㄱㅋㄱㄱ	0
근데 질만햇어	0
진심 2초만에 해석했다 참고로 영어 5등급	0
기형거인 ㅋㅋㅋ	0
운영이 진짜 쌩양아치임 번지	0
우한폐렴 드립은 신성했다 사일아..	0
90억 연봉 깎는다는데 5000만원은 줘야지 뭐1년에 180골 넣어야 감봉 메우는데 ㅋㅋㅋㅋㅋㅋ	0
실제 게임화면인데	0
이거 이후로 떡락함ㅋㅋ	0
아무튼 흔들어	0
매트릭스 본 뒤라 그래픽에 감흥이 사라졌음	0
유빈 제일 예뻐	0
젊ㅁ은애들은 노상관이네	0
아들이 엄마 빼박이네	0
빈이때문에 본다... 빈이 얼굴만 ㅋ	0
흥민아 저런 것들이랑 어울리지마	0
기다렸어요 한혜진님	0
공무원 = 세금 착취하는 현대판 양반	0
글쎄 왓썹맨 초회 보면..사람 달라보임.	0
딸 너무 걱정하지마~ 사춘기 지나고 철들면 알아서 잘 산다	0
종우네는 이미 결승 생각하고 스타 준비함 ㅋㅋ	0
야 걍 끄지라 ;	1
다 갔는데 ㄲㅂ	0
진실이야 뻔한대 거기엌인 김건모가 불쌍하네	0
그게누군데	0
니가 하는 언어 공인 시험 높은 등급을 네이버나 구글에 쳐보면	0
와 나이차 ㅋㅋㅋㅋ 딸이다 딸	0
김인석 금수저에 훈남이니 많이도 가졌네	0
대박이네... 랩하면 존나 웃길듯 ㅋㅋㅋ	1
요즘 pc겜이 많네...	0
A누구냐?	0
벨류데[ㄱ	0
뭐가 지겨움 여러가지 사건에 대한 인증인데	0
그건 ㅇㅈ ㅋㅋㅋㅋ 일단 채우자 꿀잼각 ㅋㅋ	0
"이래서 스스로 걸리거든 ""죄인들이""~ㅎㅎㅎ 재미보고 털리고 그치~~~?"	1
합리적 의심이 드는건 모지 ㅠ	0
당연히 2017년의 표적이 아닐수도 있겠지	0
욕하지 말고 욕하는 네들이나 잘해라	0
이얘기는 언제까지 우려먹냐	0
노래 왜케 처량하냐	0
누나 내 쥬예즤 주겅	1
당해하지말고 가 ㅋㅋ	0
물쥐야 빤스런하자	0
킹쁨	0
저러면 미네랄 못캐는거아님?	0
구냥 차라리 가수 그만 둬 왜 방송 욕설 해	0
캐리어 5대	0
plumyClub saxo saxophone MAGIC~~	0
축하해주면 어디 덧나냐 이 사람들아	0
솔직히 좀별로다 ..	0
성훈 응원합니다	0
익명 게시판은 거르는게 답	0
로봇이아니야 표절드라마 ㅉㅉ	0
공부 잘했다고 다 사회에 필요한인재는 아닌거같아요	0
왠지 얘는 구라같다..	1
나는 이때까지 미운오리새끼 인줄 알았다ㅋ	0
도깨비가 개며니 시금치 주라고 했는데	0
공개연애 정말 쉽지 않겠네...	0
니 애가 불쌍타너욕하는게아니고 진심임애는 뭔죄냐	1
두상 정말예쁘세요 부모님한테 감사하셔야겠음ㅎ	0
머한민국이 북중러일미한테 조리돌림 당하니까 만만하게 보고	0
설레발 칠만하지 3쿼터까진 무난하다가 4쿼터에 뉴욕닉스 40점을 넣을지 누가알았겠냐 ㅋㅋㅋㅋ	0
e쿨 기다렸으면 이겼다	0
레알 한국에서 나올수없는 역대급 여신임	0
역갱 맞고 개같이 멸망	1
아 잼써ㅋㅋㅋ	0
아 끝났네	0
강은비씨 힘내세요 ㅠㅠ 드뎌 일이 밝혀졌어요	0
이거 걍 벌쳐 속업하고 ㅈㄴ 휘둘렀어야했어	1
여기는 나중에 무적이되니깐	0
모자 개이쁜데 어디꺼예요?	0
썩열이 썩어도 너무 썩어서	0
복싱스킬은 이미 더이상 새로운기술도 훈련도 없음 그냥 재능충들끼리 경쟁인데 mma는 기술수준차이 씹넘사에	1
씹덕 ㅅㄲ들 지들끼리 아는걸로 신났네 ㅉㅉ	1
역시 유미는 원쁠원일뿐	0
문재인보다 문재인 빠는 시발 개새끼들이 더 좃같네 개간나 시발년들	1
이쁘고 착했는데 어쩌다 저렇게 변했을까	0
이런기사올리는의도가뭘까나	0
한번 넣으러 갈래다가 경찰서로 넣네 ㅋ	0
기자야 니가문제다 이런걸 기사화시켜서...	0
노건즈 라이프 ㅇㅂ	0
ㅈㅈㅂ드립	1
요즘 월식 제드 핫한대 드락갓네	0
가스 멀티를 먹지 왜 미멀을 먹냐	0
차태현은 뭔가 또 있을것같은데	0
삼가고인의 명복을 빕니다 안타깝네요ㅠ	0
딜뭐냐	0
남자 한예리	0
윤보미는 내숭안떨어서 좋네	0
고마워요~ 이런 꿀팁을 !!	0
강다니엘 원펀치로 보낼 자신 있음	0
집있다고 안되면 집팔고 그걸로 놀고먹다가	0
안함	0
이거 다운어케받아요?	0
꼴랑 600만원에 무슨 취업이민 보장한다고 사기를 치노 ㅋㅋㅋㅋ	1
우린 몰라요..	0
ㅋㅋㅋ와아 진짜리얼 사람냄새나서 조으다	0
늘 한결같은 이선희	0
와 진짜 이쁘다 여자가 봐도~ ㅜㅜ	0
침착맨만 몇명이야 ㅋㅋ	0
아니 병신아내가 댓글 앞페이지에서 예지누나 이쁘냐고 물으니까 니가 니입으로 ㅈ같이 생겻다며? 왜 시비냐?그리고 좆같이 생긴 누나로 어떻게 딸잡냐?	1
근데 진짜 몰라서 그러는데 로스터 업뎃하면 뭐를 할 수있는건가요??	0
무도 1인자 바뀔각이지	0
그냥 채굴선이다 보니 뭐 그래 했겠지만 좀	0
새롭게 선택한 인생...행복하게 살아요.	0
잔나비들 힘내라. 절대 기죽지 말고	0
아베 나베 남매 따까리인 듯	1
애휴 병신ㅋ	1
김대중은?	0
골렘 일종임	0
와 연기 대박이었어요^^	0
한 명은 죽는다	0
저건 미국 동남부 앨라베마에서 만든 현기차 아니노	0
진짜 ㅈㄴ안잡히네	1
김성회가 어찌 10번이냐 안원구님하고 바뀐거 아냐???	0
꿀잠 가능 ㅋㅋ	0
찍든지 말든지 ..까든지 말든지 ...	0
PVE 슈터게임은 데스티니만한게 없긴함	0
미안 최민식 송강호가 잘못했네 ㅆ	0
오체분시, 능지처참	0
본인은 행복한거지만... 맴버들한텐 흠...	0
상대가 철수잖아 비가오면 젖듯이 당연한거야	0
남주얼굴보고 설레본지 백만년만이다	0
30대 여자66%ㅋㅋㅋ쿵쾅이들아 작작해	1
송은이 오래오래 행복해지삼 넘 좋아ㅋ	0
오글거리긴하는데 ㅋㅋㅋㅋ재밌더라	0
이게 잘사는 동네와 못사는 동네의 차이냐?잘사는 동네의 특징이지중졸새끼야	1
그냥 닥소야	0
엄마패션..ㅎㅎ	0
와 진짜 씨발 미친새끼들 널렸네	1
로켓 라쿤 성우입니다	0
스티브유 그냥 지들 나라에서 살기를	0
관종들 또 x랄하고 즈빠졌네	1
ㅠㅠ 살빼도 못생 ㅠㅠㅠ	1
눈 올라간거 진짜 ㅅㅂ ㅋㅋㅋ	1
한효주가 미쳤난? 친일파후손이랑사귀게!	0
쿵쾅겜	1
ㄹㅇ 기대중	0
퇴사하고 싶다며?	0
쟤가 뭐가 이쁘다는거냐 그냥 아줌마같은데	1
직접 총장날인 찍어서 표창장 발행한 적 있는 직원 말은 왜 안들어? ㅋㅋ무슨 선택적 정보 취득이냐? ㅋㅋㅋ븅신	1
오타난것 같은데요 7살차이겠죠 설마 ㅠ	0
아니 가스는 남겨줘	0
지금 시발 나라 굴러가는 방향이 저쪽인데 어쩌겠냐? ㅋㅋㅋ복지에 돈 퍼줄테니 알아서 타먹으라고 돈을 드리붓는데뭐 타먹어야지 ㅋㅋㅋ내가 안먹으면 남이 먹을건데 어차피 ㅋㅋㅋ	1
와 해설진 개근본이네	0
정수오빠가있자나ㅋㅋ	0
기사제목 개웃 ㅋㅋㅋ	0
축하합니다 행복하게 오래오래 잘 사세요	0
미친새끼들 저거 사실상 외압이네  청와대에서 공문보내면 불법아니냐?? ㄷㄷㄷㄷㄷㄷ	1
단독...ㅎㅎ칭찬받겠네 기자새끼...ㅎㅎ	1
미국에서 현재 리콜 떳음펠리세이트 에어백 싸이드 쪽 윈도우 불량임가성비가 좋은 차라 생각하지 가족 있는 사람에게 추천 할 만한지는 생각해봐야됨	0
사다가 구워 먹으면 되는데그것조차 귀찮은건가?	0
내자식들이 살아갈 대한민국입니다	0
